Course code,Study Period,Academic Year,Teacher Id,Hours,Course Instance
1174,1.0,2018-2019,19750705-0033,140.0,I-589
1092,2.0,2018-2019,19620831-0024,240.0,I-590
1092,2.0,2018-2019,19780815-0047,120.0,I-590
1264,4.0,2019-2020,19600529-0021,280.0,I-591
1264,4.0,2019-2020,19770224-0058,120.0,I-591
1264,4.0,2019-2020,19910927-0128,140.0,I-591
1229,1.0,2019-2020,19610918-0027,260.0,I-592
1229,1.0,2019-2020,19790702-0038,100.0,I-592
1229,1.0,2019-2020,19900902-0114,120.0,I-592
1261,4.0,2019-2020,19680712-0028,280.0,I-593
1261,4.0,2019-2020,19780815-0047,100.0,I-593
1261,4.0,2019-2020,19900701-0113,120.0,I-593
1233,1.0,2019-2020,19611219-0014,240.0,I-594
1233,1.0,2019-2020,19750906-0032,140.0,I-594
1233,1.0,2019-2020,19900616-0124,140.0,I-594
1225,3.0,2019-2020,19570828-0008,280.0,I-595
1225,3.0,2019-2020,19750331-0036,120.0,I-595
1225,3.0,2019-2020,19910101-0133,100.0,I-595
1033,4.0,2019-2020,19570826-0012,260.0,I-596
1033,4.0,2019-2020,19750512-0043,100.0,I-596
1033,4.0,2019-2020,19910404-0102,120.0,I-596
1223,3.0,2019-2020,19600814-0002,280.0,I-597
1223,3.0,2019-2020,19790618-0048,100.0,I-597
1078,3.0,2019-2020,19600905-0003,260.0,I-598
1078,3.0,2019-2020,19750102-0059,140.0,I-598
1050,3.0,2019-2020,19570826-0012,280.0,I-599
1050,3.0,2019-2020,19780602-0035,140.0,I-599
1036,4.0,2019-2020,19580515-0017,240.0,I-600
1036,4.0,2019-2020,19750417-0051,120.0,I-600
1036,4.0,2019-2020,19910101-0133,120.0,I-600
1014,4.0,2019-2020,19600529-0021,240.0,I-601
1014,4.0,2019-2020,19770713-0042,120.0,I-601
1014,4.0,2019-2020,19910817-0092,120.0,I-601
1275,3.0,2020-2021,19690513-0015,280.0,I-602
1275,3.0,2020-2021,19750220-0037,140.0,I-602
1275,3.0,2020-2021,19920504-0093,140.0,I-602
1178,2.0,2020-2021,19640220-0029,280.0,I-603
1178,2.0,2020-2021,19790618-0048,120.0,I-603
1178,2.0,2020-2021,19910101-0133,140.0,I-603
1083,3.0,2020-2021,19570826-0012,280.0,I-604
1083,3.0,2020-2021,19761020-0044,120.0,I-604
1083,3.0,2020-2021,19901029-0071,140.0,I-604
1014,3.0,2020-2021,19570826-0012,280.0,I-605
1014,3.0,2020-2021,19761020-0044,140.0,I-605
1256,4.0,2020-2021,19570615-0011,240.0,I-606
1256,4.0,2020-2021,19790702-0038,140.0,I-606
1256,4.0,2020-2021,19930221-0139,120.0,I-606
1242,3.0,2020-2021,19640414-0013,280.0,I-607
1242,3.0,2020-2021,19780424-0057,140.0,I-607
1213,4.0,2020-2021,19590129-0004,240.0,I-608
1213,4.0,2020-2021,19790717-0045,100.0,I-608
1165,4.0,2020-2021,19570615-0011,240.0,I-609
1165,4.0,2020-2021,19780424-0057,120.0,I-609
1085,3.0,2020-2021,19600529-0021,280.0,I-610
1085,3.0,2020-2021,19750512-0043,100.0,I-610
1085,3.0,2020-2021,19900701-0113,120.0,I-610
1062,4.0,2020-2021,19640414-0013,240.0,I-611
1062,4.0,2020-2021,19780815-0047,140.0,I-611
1062,4.0,2020-2021,19930829-0082,100.0,I-611
1095,4.0,2021-2022,19580218-0007,260.0,I-612
1095,4.0,2021-2022,19761020-0044,100.0,I-612
1095,4.0,2021-2022,19920602-0073,100.0,I-612
1168,4.0,2021-2022,19590129-0004,280.0,I-613
1168,4.0,2021-2022,19750102-0059,120.0,I-613
1025,2.0,2021-2022,19580218-0007,260.0,I-614
1025,2.0,2021-2022,19750906-0032,100.0,I-614
1274,3.0,2021-2022,19680712-0028,280.0,I-615
1274,3.0,2021-2022,19790618-0048,100.0,I-615
1267,4.0,2021-2022,19690408-0009,280.0,I-616
1267,4.0,2021-2022,19761009-0055,100.0,I-616
1172,4.0,2021-2022,19630126-0001,240.0,I-617
1172,4.0,2021-2022,19761009-0055,120.0,I-617
1021,1.0,2021-2022,19620424-0026,260.0,I-618
1021,1.0,2021-2022,19761024-0034,140.0,I-618
1021,1.0,2021-2022,19910327-0096,140.0,I-618
1018,1.0,2021-2022,19580218-0007,260.0,I-619
1018,1.0,2021-2022,19790618-0048,100.0,I-619
1085,4.0,2022-2023,19590129-0004,240.0,I-620
1085,4.0,2022-2023,19750417-0051,120.0,I-620
1254,1.0,2022-2023,19610918-0027,280.0,I-621
1254,1.0,2022-2023,19761024-0034,100.0,I-621
1230,3.0,2022-2023,19580515-0017,240.0,I-622
1230,3.0,2022-2023,19781130-0054,100.0,I-622
1174,1.0,2022-2023,19680712-0028,240.0,I-623
1174,1.0,2022-2023,19750705-0033,120.0,I-623
1261,4.0,2022-2023,19650303-0019,260.0,I-624
1261,4.0,2022-2023,19750102-0059,140.0,I-624
1261,4.0,2022-2023,19910403-0103,120.0,I-624
1235,3.0,2022-2023,19690917-0022,280.0,I-625
1235,3.0,2022-2023,19790618-0048,140.0,I-625
1197,3.0,2022-2023,19640414-0013,260.0,I-626
1197,3.0,2022-2023,19750722-0060,140.0,I-626
1197,3.0,2022-2023,19910403-0103,100.0,I-626
1187,1.0,2022-2023,19610918-0027,240.0,I-627
1187,1.0,2022-2023,19780317-0052,120.0,I-627
1024,1.0,2022-2023,19561222-0030,260.0,I-628
1024,1.0,2022-2023,19780602-0035,140.0,I-628
1024,1.0,2022-2023,19930616-0127,120.0,I-628
1016,1.0,2022-2023,19620424-0026,280.0,I-629
1016,1.0,2022-2023,19750102-0059,100.0,I-629
1016,1.0,2022-2023,19910101-0133,140.0,I-629
1138,4.0,2023-2024,19561222-0030,280.0,I-630
1138,4.0,2023-2024,19760108-0050,100.0,I-630
1138,4.0,2023-2024,19920505-0115,100.0,I-630
1115,4.0,2023-2024,19690408-0009,240.0,I-631
1115,4.0,2023-2024,19780602-0035,100.0,I-631
1115,4.0,2023-2024,19910214-0084,120.0,I-631
1242,1.0,2023-2024,19600529-0021,280.0,I-632
1242,1.0,2023-2024,19761024-0034,100.0,I-632
1242,1.0,2023-2024,19930616-0127,100.0,I-632
1081,4.0,2023-2024,19690513-0015,280.0,I-633
1081,4.0,2023-2024,19770713-0042,140.0,I-633
1043,2.0,2023-2024,19610918-0027,280.0,I-634
1043,2.0,2023-2024,19780424-0057,100.0,I-634
1298,4.0,2023-2024,19601021-0018,280.0,I-635
1298,4.0,2023-2024,19750705-0033,100.0,I-635
1298,4.0,2023-2024,19910421-0067,120.0,I-635
1278,4.0,2023-2024,19600529-0021,280.0,I-636
1278,4.0,2023-2024,19750122-0056,140.0,I-636
1263,4.0,2023-2024,19580515-0017,240.0,I-637
1263,4.0,2023-2024,19770713-0042,100.0,I-637
1263,4.0,2023-2024,19900902-0114,100.0,I-637
1141,1.0,2023-2024,19561222-0030,260.0,I-638
1141,1.0,2023-2024,19750122-0056,140.0,I-638
1141,1.0,2023-2024,19910101-0133,140.0,I-638
1118,2.0,2023-2024,19610623-0005,260.0,I-639
1118,2.0,2023-2024,19750512-0043,100.0,I-639
1118,2.0,2023-2024,19930829-0082,120.0,I-639
1149,2.0,2013-2014,19690917-0022,280.0,I-640
1149,2.0,2013-2014,19790426-0049,100.0,I-640
1149,2.0,2013-2014,19901011-0119,140.0,I-640
1147,3.0,2013-2014,19640414-0013,240.0,I-641
1147,3.0,2013-2014,19780815-0047,120.0,I-641
1187,1.0,2013-2014,19590129-0004,260.0,I-642
1187,1.0,2013-2014,19790708-0041,100.0,I-642
1179,2.0,2013-2014,19560705-0025,280.0,I-643
1179,2.0,2013-2014,19780317-0052,120.0,I-643
1179,2.0,2013-2014,19910822-0122,140.0,I-643
1173,3.0,2013-2014,19610918-0027,240.0,I-644
1173,3.0,2013-2014,19750705-0033,140.0,I-644
1100,3.0,2013-2014,19610623-0005,260.0,I-645
1100,3.0,2013-2014,19781217-0053,140.0,I-645
1100,3.0,2013-2014,19900723-0126,120.0,I-645
1253,2.0,2013-2014,19690513-0015,240.0,I-646
1253,2.0,2013-2014,19781130-0054,140.0,I-646
1253,2.0,2013-2014,19901011-0119,120.0,I-646
1231,1.0,2013-2014,19610620-0006,280.0,I-647
1231,1.0,2013-2014,19751018-0039,120.0,I-647
1231,1.0,2013-2014,19900619-0076,120.0,I-647
1202,3.0,2013-2014,19570615-0011,280.0,I-648
1202,3.0,2013-2014,19790717-0045,120.0,I-648
1202,3.0,2013-2014,19910421-0067,140.0,I-648
1200,2.0,2013-2014,19570826-0012,260.0,I-649
1200,2.0,2013-2014,19750705-0033,100.0,I-649
1181,4.0,2013-2014,19611219-0014,260.0,I-650
1181,4.0,2013-2014,19781217-0053,120.0,I-650
1181,4.0,2013-2014,19930508-0061,120.0,I-650
1091,1.0,2013-2014,19560812-0016,260.0,I-651
1091,1.0,2013-2014,19790708-0041,120.0,I-651
1091,1.0,2013-2014,19900426-0089,120.0,I-651
1158,3.0,2014-2015,19590129-0004,260.0,I-652
1158,3.0,2014-2015,19780317-0052,140.0,I-652
1037,4.0,2014-2015,19560612-0010,280.0,I-653
1037,4.0,2014-2015,19781130-0054,140.0,I-653
1037,4.0,2014-2015,19900902-0114,140.0,I-653
1162,3.0,2014-2015,19580515-0017,280.0,I-654
1162,3.0,2014-2015,19790702-0038,140.0,I-654
1081,4.0,2014-2015,19570828-0008,240.0,I-655
1081,4.0,2014-2015,19771013-0040,140.0,I-655
1081,4.0,2014-2015,19930906-0110,100.0,I-655
1075,1.0,2014-2015,19570615-0011,240.0,I-656
1075,1.0,2014-2015,19750220-0037,100.0,I-656
1075,1.0,2014-2015,19911116-0069,120.0,I-656
1049,1.0,2014-2015,19620522-0023,260.0,I-657
1049,1.0,2014-2015,19760108-0050,100.0,I-657
1049,1.0,2014-2015,19930829-0082,100.0,I-657
1263,4.0,2014-2015,19570615-0011,280.0,I-658
1263,4.0,2014-2015,19780602-0035,100.0,I-658
1263,4.0,2014-2015,19910327-0096,120.0,I-658
1207,1.0,2014-2015,19640220-0029,260.0,I-659
1207,1.0,2014-2015,19750705-0033,120.0,I-659
1207,1.0,2014-2015,19920826-0088,100.0,I-659
1108,3.0,2014-2015,19620522-0023,240.0,I-660
1108,3.0,2014-2015,19790708-0041,100.0,I-660
1108,3.0,2014-2015,19931231-0099,120.0,I-660
1080,2.0,2014-2015,19580218-0007,280.0,I-661
1080,2.0,2014-2015,19790618-0048,120.0,I-661
1054,2.0,2014-2015,19560612-0010,280.0,I-662
1054,2.0,2014-2015,19790717-0045,120.0,I-662
1051,2.0,2014-2015,19570828-0008,280.0,I-663
1051,2.0,2014-2015,19760524-0046,140.0,I-663
1146,2.0,2015-2016,19650303-0019,280.0,I-664
1146,2.0,2015-2016,19750102-0059,120.0,I-664
1146,2.0,2015-2016,19920320-0121,100.0,I-664
1246,2.0,2015-2016,19680712-0028,280.0,I-665
1246,2.0,2015-2016,19790426-0049,140.0,I-665
1246,2.0,2015-2016,19930508-0061,120.0,I-665
1098,3.0,2015-2016,19620522-0023,280.0,I-666
1098,3.0,2015-2016,19751018-0039,140.0,I-666
1098,3.0,2015-2016,19920122-0065,120.0,I-666
1097,2.0,2015-2016,19640414-0013,280.0,I-667
1097,2.0,2015-2016,19790702-0038,100.0,I-667
1097,2.0,2015-2016,19931226-0118,100.0,I-667
1207,4.0,2015-2016,19570826-0012,240.0,I-668
1207,4.0,2015-2016,19750102-0059,120.0,I-668
1207,4.0,2015-2016,19910817-0092,140.0,I-668
1206,1.0,2015-2016,19650303-0019,260.0,I-669
1206,1.0,2015-2016,19750220-0037,100.0,I-669
1206,1.0,2015-2016,19931231-0099,140.0,I-669
1189,4.0,2015-2016,19610918-0027,240.0,I-670
1189,4.0,2015-2016,19750102-0059,140.0,I-670
1161,4.0,2015-2016,19601021-0018,280.0,I-671
1161,4.0,2015-2016,19750122-0056,140.0,I-671
1129,2.0,2015-2016,19620831-0024,280.0,I-672
1129,2.0,2015-2016,19780317-0052,100.0,I-672
1090,1.0,2015-2016,19600905-0003,260.0,I-673
1090,1.0,2015-2016,19790717-0045,100.0,I-673
1090,1.0,2015-2016,19920316-0107,140.0,I-673
1209,2.0,2016-2017,19620522-0023,240.0,I-674
1209,2.0,2016-2017,19761020-0044,120.0,I-674
1209,2.0,2016-2017,19910421-0067,140.0,I-674
1050,2.0,2016-2017,19620831-0024,240.0,I-675
1050,2.0,2016-2017,19780815-0047,120.0,I-675
1050,2.0,2016-2017,19900723-0126,120.0,I-675
1240,4.0,2016-2017,19630126-0001,240.0,I-676
1240,4.0,2016-2017,19781130-0054,120.0,I-676
1240,4.0,2016-2017,19900321-0080,140.0,I-676
1137,3.0,2016-2017,19570615-0011,240.0,I-677
1137,3.0,2016-2017,19750722-0060,120.0,I-677
1137,3.0,2016-2017,19900430-0112,140.0,I-677
1134,1.0,2016-2017,19570826-0012,240.0,I-678
1134,1.0,2016-2017,19790618-0048,120.0,I-678
1039,3.0,2016-2017,19590129-0004,240.0,I-679
1039,3.0,2016-2017,19760108-0050,140.0,I-679
1039,3.0,2016-2017,19921201-0094,140.0,I-679
1281,3.0,2016-2017,19561222-0030,280.0,I-680
1281,3.0,2016-2017,19761020-0044,100.0,I-680
1265,3.0,2016-2017,19640414-0013,280.0,I-681
1265,3.0,2016-2017,19781217-0053,140.0,I-681
1156,1.0,2016-2017,19560705-0025,280.0,I-682
1156,1.0,2016-2017,19761020-0044,140.0,I-682
1060,4.0,2016-2017,19690917-0022,240.0,I-683
1060,4.0,2016-2017,19770224-0058,120.0,I-683
1037,1.0,2016-2017,19690408-0009,280.0,I-684
1037,1.0,2016-2017,19750102-0059,140.0,I-684
1037,1.0,2016-2017,19920504-0093,140.0,I-684
1292,3.0,2017-2018,19560812-0016,240.0,I-685
1292,3.0,2017-2018,19761024-0034,120.0,I-685
1257,4.0,2017-2018,19560705-0025,260.0,I-686
1257,4.0,2017-2018,19781130-0054,100.0,I-686
1257,4.0,2017-2018,19910421-0067,100.0,I-686
1250,1.0,2017-2018,19601021-0018,280.0,I-687
1250,1.0,2017-2018,19790702-0038,120.0,I-687
1250,1.0,2017-2018,19900701-0113,100.0,I-687
1293,2.0,2017-2018,19600905-0003,240.0,I-688
1293,2.0,2017-2018,19750417-0051,100.0,I-688
1247,2.0,2017-2018,19620831-0024,260.0,I-689
1247,2.0,2017-2018,19780602-0035,100.0,I-689
1247,2.0,2017-2018,19900128-0095,140.0,I-689
1073,4.0,2017-2018,19570615-0011,260.0,I-690
1073,4.0,2017-2018,19751018-0039,100.0,I-690
1019,2.0,2017-2018,19620424-0026,260.0,I-691
1019,2.0,2017-2018,19790708-0041,140.0,I-691
1019,2.0,2017-2018,19901026-0111,100.0,I-691
1297,1.0,2018-2019,19600814-0002,260.0,I-692
1297,1.0,2018-2019,19750417-0051,140.0,I-692
1297,1.0,2018-2019,19910214-0084,100.0,I-692
1078,1.0,2018-2019,19560612-0010,260.0,I-693
1078,1.0,2018-2019,19750417-0051,120.0,I-693
1086,4.0,2018-2019,19690408-0009,280.0,I-694
1086,4.0,2018-2019,19750220-0037,140.0,I-694
1086,4.0,2018-2019,19900307-0105,140.0,I-694
1003,1.0,2018-2019,19620522-0023,260.0,I-695
1003,1.0,2018-2019,19790717-0045,100.0,I-695
1294,4.0,2018-2019,19690917-0022,260.0,I-696
1294,4.0,2018-2019,19780602-0035,140.0,I-696
1215,1.0,2018-2019,19570826-0012,280.0,I-697
1215,1.0,2018-2019,19761024-0034,100.0,I-697
1215,1.0,2018-2019,19920320-0121,140.0,I-697
1120,4.0,2018-2019,19620831-0024,260.0,I-698
1120,4.0,2018-2019,19790702-0038,140.0,I-698
1042,3.0,2018-2019,19560705-0025,280.0,I-699
1042,3.0,2018-2019,19781217-0053,120.0,I-699
1139,4.0,2019-2020,19601021-0018,280.0,I-700
1139,4.0,2019-2020,19760524-0046,100.0,I-700
1270,2.0,2019-2020,19630126-0001,260.0,I-701
1270,2.0,2019-2020,19770713-0042,120.0,I-701
1198,1.0,2019-2020,19650303-0019,240.0,I-702
1198,1.0,2019-2020,19750417-0051,100.0,I-702
1198,1.0,2019-2020,19900430-0112,140.0,I-702
1164,4.0,2019-2020,19690408-0009,240.0,I-703
1164,4.0,2019-2020,19750331-0036,120.0,I-703
1273,2.0,2019-2020,19610620-0006,240.0,I-704
1273,2.0,2019-2020,19761024-0034,140.0,I-704
1273,2.0,2019-2020,19930508-0061,120.0,I-704
1105,2.0,2019-2020,19620522-0023,260.0,I-705
1105,2.0,2019-2020,19780424-0057,140.0,I-705
1070,1.0,2019-2020,19570828-0008,260.0,I-706
1070,1.0,2019-2020,19750220-0037,120.0,I-706
1070,1.0,2019-2020,19901011-0119,120.0,I-706
1042,2.0,2019-2020,19600905-0003,240.0,I-707
1042,2.0,2019-2020,19780317-0052,100.0,I-707
1031,4.0,2019-2020,19610620-0006,280.0,I-708
1031,4.0,2019-2020,19781125-0031,120.0,I-708
1106,3.0,2020-2021,19630126-0001,260.0,I-709
1106,3.0,2020-2021,19781125-0031,140.0,I-709
1106,3.0,2020-2021,19900124-0064,100.0,I-709
1160,3.0,2020-2021,19610623-0005,240.0,I-710
1160,3.0,2020-2021,19750906-0032,120.0,I-710
1091,3.0,2020-2021,19600529-0021,280.0,I-711
1091,3.0,2020-2021,19790618-0048,140.0,I-711
1062,2.0,2020-2021,19601021-0018,280.0,I-712
1062,2.0,2020-2021,19751018-0039,120.0,I-712
1062,2.0,2020-2021,19931118-0062,140.0,I-712
1265,3.0,2020-2021,19620831-0024,260.0,I-713
1265,3.0,2020-2021,19750512-0043,120.0,I-713
1265,3.0,2020-2021,19900124-0064,140.0,I-713
1175,1.0,2020-2021,19610918-0027,260.0,I-714
1175,1.0,2020-2021,19790717-0045,100.0,I-714
1142,4.0,2020-2021,19600905-0003,240.0,I-715
1142,4.0,2020-2021,19780815-0047,100.0,I-715
1142,4.0,2020-2021,19920826-0088,100.0,I-715
1077,3.0,2020-2021,19690917-0022,240.0,I-716
1077,3.0,2020-2021,19761020-0044,120.0,I-716
1012,3.0,2020-2021,19561222-0030,240.0,I-717
1012,3.0,2020-2021,19761020-0044,140.0,I-717
1012,3.0,2020-2021,19930919-0137,100.0,I-717
1231,1.0,2021-2022,19620424-0026,240.0,I-718
1231,1.0,2021-2022,19790717-0045,100.0,I-718
1231,1.0,2021-2022,19900723-0126,140.0,I-718
1026,2.0,2021-2022,19650303-0019,260.0,I-719
1026,2.0,2021-2022,19780602-0035,140.0,I-719
1274,4.0,2021-2022,19560612-0010,240.0,I-720
1274,4.0,2021-2022,19760524-0046,120.0,I-720
1260,2.0,2021-2022,19630126-0001,240.0,I-721
1260,2.0,2021-2022,19750417-0051,140.0,I-721
1039,2.0,2021-2022,19640414-0013,240.0,I-722
1039,2.0,2021-2022,19750417-0051,120.0,I-722
1029,4.0,2021-2022,19620831-0024,280.0,I-723
1029,4.0,2021-2022,19750705-0033,100.0,I-723
1279,2.0,2021-2022,19690917-0022,240.0,I-724
1279,2.0,2021-2022,19751018-0039,100.0,I-724
1155,2.0,2021-2022,19610620-0006,280.0,I-725
1155,2.0,2021-2022,19780317-0052,120.0,I-725
1137,2.0,2021-2022,19620831-0024,240.0,I-726
1137,2.0,2021-2022,19790717-0045,140.0,I-726
1137,2.0,2021-2022,19920602-0073,100.0,I-726
1089,2.0,2021-2022,19620424-0026,260.0,I-727
1089,2.0,2021-2022,19761024-0034,120.0,I-727
1074,4.0,2021-2022,19690408-0009,260.0,I-728
1074,4.0,2021-2022,19750331-0036,120.0,I-728
1074,4.0,2021-2022,19900201-0074,140.0,I-728
1010,1.0,2021-2022,19610620-0006,240.0,I-729
1010,1.0,2021-2022,19771013-0040,140.0,I-729
1071,4.0,2022-2023,19570615-0011,280.0,I-730
1071,4.0,2022-2023,19780317-0052,120.0,I-730
1071,4.0,2022-2023,19910927-0128,120.0,I-730
1076,4.0,2022-2023,19640414-0013,240.0,I-731
1076,4.0,2022-2023,19761009-0055,100.0,I-731
1044,2.0,2022-2023,19690917-0022,260.0,I-732
1044,2.0,2022-2023,19750122-0056,100.0,I-732
1044,2.0,2022-2023,19900619-0076,120.0,I-732
1009,2.0,2022-2023,19601021-0018,280.0,I-733
1009,2.0,2022-2023,19750122-0056,140.0,I-733
1270,3.0,2022-2023,19570828-0008,260.0,I-734
1270,3.0,2022-2023,19750512-0043,140.0,I-734
1197,4.0,2022-2023,19630126-0001,280.0,I-735
1197,4.0,2022-2023,19750122-0056,120.0,I-735
1155,4.0,2022-2023,19601021-0018,240.0,I-736
1155,4.0,2022-2023,19750906-0032,100.0,I-736
1152,1.0,2022-2023,19600814-0002,260.0,I-737
1152,1.0,2022-2023,19790426-0049,120.0,I-737
1078,1.0,2022-2023,19640414-0013,280.0,I-738
1078,1.0,2022-2023,19770224-0058,140.0,I-738
1068,1.0,2023-2024,19601021-0018,240.0,I-739
1068,1.0,2023-2024,19761020-0044,140.0,I-739
1068,1.0,2023-2024,19900909-0123,140.0,I-739
1012,1.0,2023-2024,19690917-0022,240.0,I-740
1012,1.0,2023-2024,19750722-0060,140.0,I-740
1186,1.0,2023-2024,19570826-0012,260.0,I-741
1186,1.0,2023-2024,19770224-0058,100.0,I-741
1186,1.0,2023-2024,19920206-0072,120.0,I-741
1169,2.0,2023-2024,19611219-0014,260.0,I-742
1169,2.0,2023-2024,19750417-0051,100.0,I-742
1169,2.0,2023-2024,19930512-0117,140.0,I-742
1072,2.0,2023-2024,19570826-0012,240.0,I-743
1072,2.0,2023-2024,19750722-0060,100.0,I-743
1072,2.0,2023-2024,19931231-0099,140.0,I-743
1267,3.0,2023-2024,19580218-0007,280.0,I-744
1267,3.0,2023-2024,19790708-0041,100.0,I-744
1197,2.0,2023-2024,19600529-0021,280.0,I-745
1197,2.0,2023-2024,19750331-0036,100.0,I-745
1161,1.0,2023-2024,19570828-0008,240.0,I-746
1161,1.0,2023-2024,19771013-0040,100.0,I-746
1065,1.0,2023-2024,19680712-0028,240.0,I-747
1065,1.0,2023-2024,19790426-0049,140.0,I-747
1062,2.0,2023-2024,19570826-0012,280.0,I-748
1062,2.0,2023-2024,19750906-0032,120.0,I-748
1062,2.0,2023-2024,19900201-0074,120.0,I-748
1006,1.0,2023-2024,19570828-0008,240.0,I-749
1006,1.0,2023-2024,19750220-0037,140.0,I-749
1006,1.0,2023-2024,19931212-0079,100.0,I-749
1163,1.0,2013-2014,19600905-0003,240.0,I-750
1163,1.0,2013-2014,19790426-0049,120.0,I-750
1292,2.0,2013-2014,19630126-0001,260.0,I-751
1292,2.0,2013-2014,19761020-0044,120.0,I-751
1227,1.0,2013-2014,19630126-0001,240.0,I-752
1227,1.0,2013-2014,19760524-0046,120.0,I-752
1227,1.0,2013-2014,19920320-0121,140.0,I-752
1197,1.0,2013-2014,19600905-0003,280.0,I-753
1197,1.0,2013-2014,19751018-0039,120.0,I-753
1299,1.0,2013-2014,19680712-0028,280.0,I-754
1299,1.0,2013-2014,19780424-0057,120.0,I-754
1181,4.0,2013-2014,19660630-0020,260.0,I-755
1181,4.0,2013-2014,19751018-0039,120.0,I-755
1170,4.0,2013-2014,19580218-0007,240.0,I-756
1170,4.0,2013-2014,19750705-0033,140.0,I-756
1010,2.0,2013-2014,19640414-0013,260.0,I-757
1010,2.0,2013-2014,19771013-0040,140.0,I-757
1010,2.0,2013-2014,19930616-0127,140.0,I-757
1248,4.0,2014-2015,19570828-0008,280.0,I-758
1248,4.0,2014-2015,19750512-0043,100.0,I-758
1105,1.0,2014-2015,19600814-0002,260.0,I-759
1105,1.0,2014-2015,19781217-0053,120.0,I-759
1105,1.0,2014-2015,19901026-0111,100.0,I-759
1065,3.0,2014-2015,19600814-0002,280.0,I-760
1065,3.0,2014-2015,19790717-0045,120.0,I-760
1065,3.0,2014-2015,19931226-0118,140.0,I-760
1043,4.0,2014-2015,19600905-0003,240.0,I-761
1043,4.0,2014-2015,19781217-0053,100.0,I-761
1008,3.0,2014-2015,19600529-0021,240.0,I-762
1008,3.0,2014-2015,19761020-0044,140.0,I-762
1218,2.0,2014-2015,19680712-0028,240.0,I-763
1218,2.0,2014-2015,19760524-0046,120.0,I-763
1217,2.0,2014-2015,19610620-0006,280.0,I-764
1217,2.0,2014-2015,19750122-0056,140.0,I-764
1208,1.0,2014-2015,19580515-0017,240.0,I-765
1208,1.0,2014-2015,19790426-0049,120.0,I-765
1208,1.0,2014-2015,19910122-0077,100.0,I-765
1037,1.0,2014-2015,19570826-0012,280.0,I-766
1037,1.0,2014-2015,19780317-0052,120.0,I-766
1291,4.0,2015-2016,19600814-0002,240.0,I-767
1291,4.0,2015-2016,19750122-0056,140.0,I-767
1208,2.0,2015-2016,19680712-0028,240.0,I-768
1208,2.0,2015-2016,19750512-0043,140.0,I-768
1287,1.0,2015-2016,19610623-0005,260.0,I-769
1287,1.0,2015-2016,19780317-0052,100.0,I-769
1066,4.0,2015-2016,19680712-0028,280.0,I-770
1066,4.0,2015-2016,19781130-0054,140.0,I-770
1279,3.0,2015-2016,19690513-0015,280.0,I-771
1279,3.0,2015-2016,19790618-0048,140.0,I-771
1153,4.0,2015-2016,19600905-0003,240.0,I-772
1153,4.0,2015-2016,19750906-0032,140.0,I-772
1153,4.0,2015-2016,19900211-0140,100.0,I-772
1110,1.0,2015-2016,19610918-0027,240.0,I-773
1110,1.0,2015-2016,19781125-0031,120.0,I-773
1110,1.0,2015-2016,19900619-0076,140.0,I-773
1108,3.0,2015-2016,19610623-0005,280.0,I-774
1108,3.0,2015-2016,19750705-0033,120.0,I-774
1080,1.0,2015-2016,19620831-0024,240.0,I-775
1080,1.0,2015-2016,19790717-0045,140.0,I-775
1080,1.0,2015-2016,19901219-0125,140.0,I-775
1054,4.0,2015-2016,19580515-0017,240.0,I-776
1054,4.0,2015-2016,19760524-0046,120.0,I-776
1054,4.0,2015-2016,19911025-0091,100.0,I-776
1265,4.0,2016-2017,19570828-0008,280.0,I-777
1265,4.0,2016-2017,19780424-0057,100.0,I-777
1222,3.0,2016-2017,19640414-0013,280.0,I-778
1222,3.0,2016-2017,19750220-0037,100.0,I-778
1067,4.0,2016-2017,19660630-0020,260.0,I-779
1067,4.0,2016-2017,19750705-0033,120.0,I-779
1067,4.0,2016-2017,19910921-0136,120.0,I-779
1038,3.0,2016-2017,19580218-0007,260.0,I-780
1038,3.0,2016-2017,19780424-0057,100.0,I-780
1006,2.0,2016-2017,19560812-0016,260.0,I-781
1006,2.0,2016-2017,19780424-0057,100.0,I-781
1006,2.0,2016-2017,19931212-0079,140.0,I-781
1185,2.0,2016-2017,19561222-0030,240.0,I-782
1185,2.0,2016-2017,19750102-0059,140.0,I-782
1185,2.0,2016-2017,19910421-0067,100.0,I-782
1173,4.0,2016-2017,19561222-0030,240.0,I-783
1173,4.0,2016-2017,19770713-0042,100.0,I-783
1095,3.0,2016-2017,19601021-0018,280.0,I-784
1095,3.0,2016-2017,19750331-0036,140.0,I-784
1095,3.0,2016-2017,19900201-0074,100.0,I-784
1083,1.0,2016-2017,19600529-0021,280.0,I-785
1083,1.0,2016-2017,19790717-0045,100.0,I-785
1083,1.0,2016-2017,19900723-0126,100.0,I-785
1066,3.0,2016-2017,19620424-0026,280.0,I-786
1066,3.0,2016-2017,19761024-0034,140.0,I-786
1066,3.0,2016-2017,19920122-0065,100.0,I-786
1025,1.0,2016-2017,19611219-0014,240.0,I-787
1025,1.0,2016-2017,19750417-0051,100.0,I-787
1025,1.0,2016-2017,19910817-0092,140.0,I-787
1101,3.0,2017-2018,19650303-0019,280.0,I-788
1101,3.0,2017-2018,19770713-0042,120.0,I-788
1101,3.0,2017-2018,19910403-0103,140.0,I-788
1239,2.0,2017-2018,19561222-0030,280.0,I-789
